GRD_INSPIR_100;RAHVAARV_KOKKU;RAHVAARV_ELUHOONES;RAHVAARV_KESKUSES
100mN64726E05296;6;6;0
100mN64727E05296;18;18;0
100mN64727E05306;31;31;0
100mN64718E05298;28;28;0
100mN64725E05310;193;193;0
100mN64728E05282;20;20;0
100mN64737E05285;4;4;0
100mN64733E05289;18;18;0
100mN64733E05290;15;15;0
100mN64734E05289;16;16;0
100mN64717E05301;25;25;0
100mN64718E05301;78;78;0
100mN64727E05286;10;10;0
100mN64728E05286;24;24;0
100mN64733E05296;5;5;0
100mN64720E05300;27;27;0
100mN64720E05302;4;4;0
100mN64719E05303;18;18;0
100mN64730E05287;23;23;0
100mN64730E05284;13;13;0
100mN64716E05308;2;2;0
100mN64724E05300;11;11;0
100mN64727E05299;7;7;0
100mN64727E05300;4;4;0
100mN64731E05286;3;3;0
100mN64736E05291;280;280;0
100mN64726E05302;12;12;0
100mN64722E05306;17;17;0
100mN64723E05307;25;25;0
100mN64724E05305;20;20;0
100mN64729E05289;37;37;0
100mN64728E05296;16;16;0
100mN64729E05293;31;31;0
100mN64738E05289;67;67;0
100mN64740E05289;9;9;0
100mN64720E05272;49;49;0
100mN64721E05269;15;15;0
100mN64724E05278;29;29;0
100mN64723E05279;6;6;0
100mN64725E05275;2;2;0
100mN64712E05296;53;53;0
100mN64712E05305;83;83;0
100mN64718E05275;23;23;0
100mN64726E05280;14;14;0
100mN64713E05296;37;37;0
100mN64680E05334;32;32;0
100mN64681E05331;36;36;0
100mN64682E05332;34;34;0
100mN64683E05330;29;29;0
100mN64676E05333;12;12;0
100mN64678E05334;33;33;0
100mN64678E05336;9;9;0
100mN64680E05331;26;26;0
100mN64680E05330;22;22;0
100mN64680E05332;37;37;0
100mN64684E05331;27;27;0
100mN64683E05335;24;24;0
100mN64684E05332;28;28;0
100mN64684E05333;27;27;0
100mN64695E05322;36;36;0
100mN64693E05326;11;11;0
100mN64694E05325;8;8;0
100mN64695E05324;9;9;0
100mN64685E05328;32;32;0
100mN64684E05335;31;31;0
100mN64680E05336;32;32;0
100mN64680E05337;23;23;0
100mN64687E05326;19;19;0
100mN64689E05325;19;19;0
100mN64689E05327;32;32;0
100mN64686E05330;28;28;0
100mN64685E05334;37;37;0
100mN64689E05329;27;27;0
100mN64694E05344;7;7;0
100mN64708E05297;24;24;0
100mN64690E05331;7;7;0
100mN64709E05295;41;41;0
100mN64711E05293;93;93;0
100mN64708E05303;18;18;0
100mN64709E05300;41;41;0
100mN64706E05298;17;17;0
100mN64712E05289;40;40;0
100mN64713E05291;52;52;0
100mN64710E05302;40;40;0
100mN64712E05293;54;54;0
100mN64712E05295;86;86;0
100mN64710E05303;100;100;0
100mN64703E05310;310;310;0
100mN64713E05293;15;15;0
100mN64713E05295;122;122;0
100mN64714E05292;29;29;0
100mN64708E05290;11;11;0
100mN64706E05293;8;8;0
100mN64706E05299;8;8;0
100mN64710E05309;16;16;0
100mN64699E05318;251;251;0
100mN64698E05314;369;369;0
100mN64696E05323;28;28;0
100mN64696E05324;15;15;0
100mN64697E05323;16;16;0
100mN64698E05322;21;21;0
100mN64718E05314;4;4;0
100mN64721E05315;51;51;0
100mN64723E05313;91;91;0
100mN64724E05314;119;119;0
100mN64725E05312;162;162;0
100mN64731E05316;2;2;0
100mN64747E05285;4;4;0
100mN64748E05287;4;4;0
100mN64749E05286;39;39;0
100mN64731E05298;22;22;0
100mN64735E05302;5;5;0
100mN64731E06593;108;108;0
100mN64716E06594;125;125;0
100mN64721E06595;42;42;0
100mN64724E06595;32;32;0
100mN64735E06592;90;90;0
100mN64724E06601;127;127;0
100mN64727E06602;315;315;0
100mN64725E06614;6;6;0
100mN64723E06620;2;2;0
100mN64726E06618;2;2;0
100mN64730E06594;111;111;0
100mN64730E06599;30;30;0
100mN64732E06620;130;130;0
100mN64734E06596;50;50;0
100mN64733E06600;15;15;0
100mN64736E06594;64;64;0
100mN64736E06593;226;226;0
100mN64735E06614;222;222;0
100mN64731E06595;138;138;0
100mN64736E06612;247;247;0
100mN64737E06609;252;252;0
100mN64731E06596;113;113;0
100mN64731E06597;61;61;0
100mN64740E06582;59;59;0
100mN64750E06596;57;57;0
100mN64731E06599;54;54;0
100mN64723E06601;140;140;0
100mN64740E06613;16;16;0
100mN64707E06623;4;4;0
100mN64728E06570;10;10;0
100mN64737E06615;185;185;0
100mN64737E06599;55;55;0
100mN64736E06615;360;360;0
100mN64728E06604;22;22;0
100mN64729E06622;72;72;0
100mN64733E06596;6;6;0
100mN64730E06621;144;144;0
100mN64731E06619;134;134;0
100mN64730E06592;81;81;0
100mN64731E06590;9;9;0
100mN64709E06578;23;23;0
100mN64710E06577;34;34;0
100mN64708E06585;26;26;0
100mN64710E06593;45;45;0
100mN64710E06592;28;28;0
100mN64712E06578;34;34;0
100mN64712E06579;62;62;0
100mN64712E06592;48;48;0
100mN64706E06593;47;47;0
100mN64712E06580;24;24;0
100mN64706E06623;17;17;0
100mN64705E06624;4;4;0
100mN64711E06595;34;34;0
100mN64715E06594;26;26;0
100mN64721E06576;18;18;0
100mN64721E06575;4;4;0
100mN64724E06567;3;3;0
100mN64724E06569;4;4;0
100mN64726E06566;74;74;0
100mN64723E06566;8;8;0
100mN64725E06569;5;5;0
100mN64707E06624;10;10;0
100mN64712E06620;2;2;0
100mN64713E06621;2;2;0
100mN64715E06622;4;4;0
100mN64721E06568;3;3;0
100mN64716E06576;90;90;0
100mN64719E06575;11;11;0
100mN64716E06584;43;43;0
100mN64719E06582;37;37;0
100mN64719E06583;28;28;0
100mN64719E06584;37;37;0
100mN64719E06585;31;31;0
100mN64716E06578;44;44;0
100mN64717E06579;35;35;0
100mN64727E06580;13;13;0
100mN64720E06580;23;23;0
100mN64722E06579;42;42;0
100mN64723E06588;32;32;0
100mN64723E06589;15;15;0
100mN64724E06586;41;41;0
100mN64732E06571;34;34;0
100mN64733E06572;42;42;0
100mN64734E06572;41;41;0
100mN64722E06581;5;5;0
100mN64722E06591;4;4;0
100mN64724E06590;2;2;0
100mN64735E06572;82;82;0
100mN64719E06587;45;45;0
100mN64728E06568;1;1;0
100mN64733E06577;14;14;0
100mN64735E06576;24;24;0
100mN64732E06568;175;175;0
100mN64732E06569;11;11;0
100mN64736E06575;141;141;0
100mN64721E06591;2;2;0
100mN64730E06582;21;21;0
100mN64723E06581;38;38;0
100mN64733E06569;28;28;0
100mN64734E06568;16;16;0
100mN64734E06569;35;35;0
100mN64729E06587;1;1;0
100mN64705E06573;5;5;0
100mN64710E06583;35;35;0
100mN64710E06584;54;54;0
100mN64714E06583;56;56;0
100mN64715E06578;39;39;0
100mN64703E06581;5;5;0
100mN64705E06584;20;20;0
100mN64714E06575;30;30;0
100mN64706E06586;18;18;0
100mN64701E06589;4;4;0
100mN64705E06590;34;34;0
100mN64715E06576;66;66;0
100mN64706E06581;94;94;0
100mN64715E06584;27;27;0
100mN64709E06591;33;33;0
100mN64712E06586;21;21;0
100mN64712E06588;43;43;0
100mN64748E06596;290;290;0
100mN64747E06601;53;53;0
100mN64746E06602;348;348;0
100mN64738E06618;121;121;0
100mN64739E06618;4;4;0
100mN64744E06603;291;291;0
100mN64747E06602;60;60;0
100mN64747E06604;11;11;0
100mN64747E06605;56;56;0
100mN64741E06612;23;23;0
100mN64741E06617;388;388;0
100mN64747E06610;431;431;0
100mN64749E06613;10;10;0
100mN64746E06617;83;83;0
100mN64751E06595;30;30;0
100mN64751E06598;56;56;0
100mN64718E06627;30;30;0
100mN64718E06631;5;5;0
100mN64719E06627;11;11;0
100mN64749E06600;6;6;0
100mN64762E06589;43;43;0
100mN64721E06632;4;4;0
100mN64752E06597;87;87;0
100mN64754E06594;150;150;0
100mN64753E06597;6;6;0
100mN64754E06595;30;30;0
100mN64764E06588;44;44;0
100mN64764E06589;39;39;0
100mN64763E06590;15;15;0
100mN64735E06625;171;171;0
100mN64766E06586;4;4;0
100mN64737E06625;566;566;0
100mN64765E06593;74;74;0
100mN64762E06597;58;58;0
100mN64750E06613;16;16;0
100mN64761E06566;7;7;0
100mN64761E06587;39;39;0
100mN64763E06599;40;40;0
100mN64761E06588;44;44;0
100mN64761E06589;32;32;0
100mN64760E06590;19;19;0
100mN64761E06590;13;13;0
100mN64702E06627;5;5;0
100mN64704E06626;6;6;0
100mN64703E06627;2;2;0
100mN64704E06629;5;5;0
100mN64704E06631;2;2;0
100mN64706E06626;2;2;0
100mN64706E06630;22;22;0
100mN64707E06632;11;11;0
100mN64739E06625;106;106;0
100mN64709E06625;7;7;0
100mN64710E06626;7;7;0
100mN64709E06629;6;6;0
100mN64712E06625;13;13;0
100mN64711E06631;6;6;0
100mN64715E06631;5;5;0
100mN64743E06597;32;32;0
100mN64745E06602;35;35;0
100mN64735E06619;242;242;0
100mN64736E06620;305;305;0
100mN64736E06624;582;582;0
100mN64739E06568;373;373;0
100mN64738E06573;30;30;0
100mN64743E06577;46;46;0
100mN64748E06574;77;77;0
100mN64748E06576;42;42;0
100mN64739E06579;6;6;0
100mN64740E06581;36;36;0
100mN64741E06580;22;22;0
100mN64743E06580;25;25;0
100mN64743E06581;59;59;0
100mN64743E06582;39;39;0
100mN64738E06590;131;131;0
100mN64740E06591;52;52;0
100mN64739E06591;19;19;0
100mN64742E06586;4;4;0
100mN64743E06591;26;26;0
100mN64742E06593;77;77;0
100mN64744E06578;37;37;0
100mN64744E06584;70;70;0
100mN64744E06585;2;2;0
100mN64739E06605;170;170;0
100mN64745E06579;35;35;0
100mN64745E06580;42;42;0
100mN64750E06587;28;28;0
100mN64750E06590;19;19;0
100mN64740E06605;65;65;0
100mN64746E06584;14;14;0
100mN64748E06583;13;13;0
100mN64744E06589;2;2;0
100mN64746E06586;70;70;0
100mN64745E06588;38;38;0
100mN64756E06591;75;75;0
100mN64757E06590;54;54;0
100mN64758E06590;75;75;0
100mN64749E06583;36;36;0
100mN64751E06582;42;42;0
100mN64751E06583;63;63;0
100mN64742E06606;1;1;0
100mN64733E06619;105;105;0
100mN64734E06620;237;237;0
100mN64735E06623;117;117;0
100mN64735E06624;545;545;0
100mN65796E05349;31;31;0
100mN65799E05355;55;55;0
100mN65799E05356;32;32;0
100mN65799E05357;77;77;0
100mN65805E05356;33;33;0
100mN65801E05356;5;5;0
100mN65800E05357;10;10;0
100mN65807E05348;22;22;0
100mN65809E05355;25;25;0
100mN65809E05354;2;2;0
100mN65809E05356;30;30;0
100mN65812E05353;2;2;0
100mN65797E05360;11;11;0
100mN65799E05362;5;5;0
100mN65795E05354;15;15;0
100mN65805E05359;359;359;0
100mN65802E05349;8;8;0
100mN65802E05350;7;7;0
100mN65805E05348;3;3;0
100mN65856E05366;166;166;0
100mN65860E05362;111;111;0
100mN65860E05366;184;184;0
100mN65861E05363;295;295;0
100mN65865E05364;155;155;0
100mN65861E05366;523;523;0
100mN65861E05368;354;354;0
100mN65862E05366;313;313;0
100mN65867E05360;2;2;0
100mN65867E05363;334;334;0
100mN65867E05364;692;692;0
100mN65862E05372;127;127;0
100mN65863E05369;151;151;0
100mN65811E05368;4;4;0
100mN65811E05373;31;31;0
100mN65811E05374;27;27;0
100mN65811E05433;18;18;0
100mN65811E05434;13;13;0
100mN65812E05373;20;20;0
100mN65814E05354;28;28;0
100mN65815E05357;19;19;0
100mN65814E05359;11;11;0
100mN65814E05358;16;16;0
100mN65816E05353;5;5;0
100mN65817E05355;18;18;0
100mN65816E05356;8;8;0
100mN65818E05361;31;31;0
100mN65818E05362;37;37;0
100mN65820E05361;18;18;0
100mN65817E05365;17;17;0
100mN65825E05373;58;58;0
100mN65827E05369;10;10;0
100mN65828E05362;34;34;0
100mN65829E05362;6;6;0
100mN65816E05358;28;28;0
100mN65817E05357;25;25;0
100mN65817E05359;38;38;0
100mN65818E05355;14;14;0
100mN65833E05360;16;16;0
100mN65820E05356;27;27;0
100mN65822E05357;15;15;0
100mN65821E05366;6;6;0
100mN65820E05370;8;8;0
100mN65815E05363;25;25;0
100mN65822E05368;23;23;0
100mN65822E05373;19;19;0
100mN65823E05372;27;27;0
100mN65834E05358;19;19;0
100mN65834E05359;11;11;0
100mN65834E05360;24;24;0
100mN65816E05360;21;21;0
100mN65823E05373;11;11;0
100mN65824E05357;5;5;0
100mN65824E05360;15;15;0
100mN65825E05361;11;11;0
100mN65835E05366;5;5;0
100mN65834E05374;29;29;0
100mN65835E05373;7;7;0
100mN65816E05364;24;24;0
100mN65825E05364;15;15;0
100mN65838E05372;47;47;0
100mN65844E05367;1;1;0
100mN65815E05369;12;12;0
100mN65837E05369;1;1;0
100mN65814E05374;118;118;0
100mN65817E05368;4;4;0
100mN65852E05358;100;100;0
100mN65808E05362;38;38;0
100mN65809E05362;28;28;0
100mN65808E05366;13;13;0
100mN65811E05404;12;12;0
100mN65807E05367;13;13;0
100mN65808E05374;7;7;0
100mN65825E05408;31;31;0
100mN65826E05406;31;31;0
100mN65826E05408;11;11;0
100mN65826E05409;13;13;0
100mN65843E05378;474;474;0
100mN65834E05398;25;25;0
100mN65835E05398;12;12;0
100mN65830E05408;29;29;0
100mN65832E05409;20;20;0
100mN65834E05403;27;27;0
100mN65835E05405;21;21;0
100mN65846E05377;155;155;0
100mN65849E05382;159;159;0
100mN65845E05385;514;514;0
100mN65851E05376;227;227;0
100mN65852E05385;293;293;0
100mN65852E05386;198;198;0
100mN65854E05383;337;337;0
100mN65834E05375;29;29;0
100mN65835E05376;26;26;0
100mN65835E05377;8;8;0
100mN65834E05381;44;44;0
100mN65837E05399;17;17;0
100mN65837E05376;21;21;0
100mN65835E05392;23;23;0
100mN65821E05420;82;82;0
100mN65834E05395;23;23;0
100mN65834E05389;38;38;0
100mN65836E05389;56;56;0
100mN65866E05370;471;471;0
100mN65872E05368;5;5;0
100mN65877E05364;4;4;0
100mN65880E05359;7;7;0
100mN65884E05338;2;2;0
100mN65887E05338;14;14;0
100mN65889E05327;4;4;0
100mN65892E05327;15;15;0
100mN65822E05381;5;5;0
100mN65823E05382;28;28;0
100mN65822E05389;18;18;0
100mN65818E05393;3;3;0
100mN65819E05392;15;15;0
100mN65833E05398;48;48;0
100mN65824E05399;22;22;0
100mN65821E05402;230;230;0
100mN65822E05398;13;13;0
100mN65818E05397;10;10;0
100mN65819E05395;14;14;0
100mN65821E05393;35;35;0
100mN65819E05399;12;12;0
100mN65821E05404;582;582;0
100mN65822E05403;158;158;0
100mN65823E05404;14;14;0
100mN65824E05379;1;1;0
100mN65828E05393;33;33;0
100mN65829E05392;9;9;0
100mN65831E05390;33;33;0
100mN65830E05389;20;20;0
100mN65830E05388;26;26;0
100mN65833E05382;50;50;0
100mN65831E05398;34;34;0
100mN65826E05382;54;54;0
100mN65833E05387;4;4;0
100mN65833E05389;9;9;0
100mN65832E05392;43;43;0
100mN65824E05384;11;11;0
100mN65826E05384;23;23;0
100mN65833E05396;37;37;0
100mN65827E05386;35;35;0
100mN65828E05386;33;33;0
100mN65827E05390;45;45;0
100mN65827E05394;24;24;0
100mN65826E05389;5;5;0
100mN65832E05402;29;29;0
100mN65833E05400;35;35;0
100mN65823E05405;14;14;0
100mN65825E05403;84;84;0
100mN65817E05408;327;327;0
100mN65833E05380;37;37;0
100mN65826E05400;33;33;0
100mN65827E05404;25;25;0
100mN65826E05405;11;11;0
100mN65828E05403;3;3;0
100mN65828E05405;12;12;0
100mN65868E05369;326;326;0
100mN65893E05328;5;5;0
100mN65887E05335;1;1;0
100mN65889E05333;6;6;0
100mN65888E05336;3;3;0
100mN65889E05338;8;8;0
100mN65888E05340;9;9;0
100mN65888E05341;5;5;0
100mN65815E05381;20;20;0
100mN65815E05382;18;18;0
100mN65869E05366;677;677;0
100mN65866E05371;259;259;0
100mN65893E05339;6;6;0
100mN65893E05336;14;14;0
100mN65894E05336;15;15;0
100mN65895E05337;4;4;0
100mN65895E05339;3;3;0
100mN65896E05337;4;4;0
100mN65880E05356;10;10;0
100mN65881E05356;30;30;0
100mN65881E05358;15;15;0
100mN65814E05383;110;110;0
100mN65869E05371;1;1;0
100mN65884E05358;17;17;0
100mN65885E05352;26;26;0
100mN65885E05357;4;4;0
100mN65818E05377;6;6;0
100mN65818E05378;24;24;0
100mN65871E05364;227;227;0
100mN65857E05398;520;520;0
100mN65858E05399;173;173;0
100mN65862E05390;166;166;0
100mN65863E05398;155;155;0
100mN65864E05398;64;64;0
100mN65865E05394;5;5;0
100mN65865E05398;29;29;0
100mN65862E05399;121;121;0
100mN65860E05403;38;38;0
100mN65867E05404;14;14;0
100mN65865E05401;1;1;0
100mN65871E05380;3;3;0
100mN65872E05382;33;33;0
100mN65873E05379;21;21;0
100mN65875E05379;14;14;0
100mN65876E05380;19;19;0
100mN65874E05385;119;119;0
100mN65875E05385;6;6;0
100mN65875E05386;10;10;0
100mN65875E05387;16;16;0
100mN65868E05398;23;23;0
100mN65869E05396;25;25;0
100mN65870E05396;14;14;0
100mN65866E05406;85;85;0
100mN65868E05405;65;31;34
100mN65864E05413;43;43;0
100mN65866E05411;8;8;0
100mN65861E05414;17;17;0
100mN65866E05402;3;3;0
100mN65876E05402;22;22;0
100mN65864E05416;14;14;0
100mN65864E05417;62;62;0
100mN65869E05403;6;6;0
100mN65869E05406;15;15;0
100mN65871E05404;18;18;0
100mN65858E05408;16;16;0
100mN65857E05410;94;94;0
100mN65864E05418;63;63;0
100mN65864E05420;258;258;0
100mN65858E05406;12;12;0
100mN65866E05420;20;20;0
100mN65859E05411;16;16;0
100mN65860E05412;21;21;0
100mN65857E05414;38;38;0
100mN65855E05420;1;1;0
100mN65861E05407;15;15;0
100mN65862E05410;17;17;0
100mN65859E05423;20;20;0
100mN65860E05424;24;24;0
100mN65860E05425;19;19;0
100mN65862E05424;13;13;0
100mN65862E05425;1;1;0
100mN65862E05427;12;12;0
100mN65873E05404;23;23;0
100mN65862E05408;17;17;0
100mN65864E05408;4;4;0
100mN65865E05408;4;4;0
100mN65865E05425;24;24;0
100mN65866E05426;7;7;0
100mN65856E05392;272;272;0
100mN65858E05395;164;164;0
100mN65856E05391;380;380;0
100mN65855E05395;364;364;0
100mN65858E05396;235;235;0
100mN65859E05397;302;302;0
100mN65861E05391;520;520;0
100mN65855E05400;265;265;0
100mN65857E05403;37;37;0
100mN65845E05392;1;1;0
100mN65849E05392;464;464;0
100mN65851E05401;41;41;0
100mN65834E05406;3;3;0
100mN65835E05410;21;21;0
100mN65836E05407;22;22;0
100mN65837E05407;15;15;0
100mN65841E05413;4;4;0
100mN65845E05406;68;68;0
100mN65837E05449;7;7;0
100mN65855E05460;10;10;0
100mN65855E05461;16;16;0
100mN65855E05382;214;214;0
100mN65850E05410;29;29;0
100mN65849E05412;49;49;0
100mN65850E05411;41;41;0
100mN65859E05383;188;188;0
100mN65854E05407;9;9;0
100mN65853E05411;202;202;0
100mN65862E05379;7;7;0
100mN65862E05384;2;2;0
100mN65853E05414;6;6;0
100mN65861E05390;159;159;0
100mN65864E05382;5;5;0
100mN65849E05400;289;289;0
100mN65848E05403;32;32;0
100mN65845E05395;250;250;0
100mN65847E05390;265;265;0
100mN65855E05387;272;272;0
100mN65848E05391;145;145;0
100mN65849E05396;332;332;0
100mN65897E05403;123;123;0
100mN65897E05402;173;173;0
100mN65878E05414;133;133;0
100mN65879E05415;235;235;0
100mN65878E05419;116;116;0
100mN65877E05420;11;11;0
100mN65880E05417;3;3;0
100mN65881E05421;12;12;0
100mN65884E05406;123;123;0
100mN65882E05411;43;43;0
100mN65883E05411;25;25;0
100mN65884E05410;25;25;0
100mN65884E05412;111;111;0
100mN65881E05433;497;497;0
100mN65880E05425;35;35;0
100mN65881E05423;75;75;0
100mN65883E05422;205;205;0
100mN65883E05414;66;66;0
100mN65883E05416;96;96;0
100mN65883E05425;178;178;0
100mN65883E05424;6;6;0
100mN65884E05424;139;139;0
100mN65884E05420;174;174;0
100mN65879E05435;358;358;0
100mN65887E05414;52;52;0
100mN65878E05424;13;13;0
100mN65878E05427;97;97;0
100mN65877E05429;6;6;0
100mN65898E05397;436;436;0
100mN65877E05408;163;163;0
100mN65880E05413;191;191;0
100mN65897E05400;216;216;0
100mN65897E05401;116;116;0
100mN65893E05403;41;41;0
100mN65870E05411;231;231;0
100mN65873E05409;29;29;0
100mN65874E05418;167;167;0
100mN65870E05412;2;2;0
100mN65867E05428;22;22;0
100mN65876E05427;85;85;0
100mN65881E05390;12;12;0
100mN65877E05393;11;11;0
100mN65877E05384;28;28;0
100mN65878E05386;22;22;0
100mN65879E05383;4;4;0
100mN65880E05391;19;19;0
100mN65895E05392;292;292;0
100mN65881E05396;156;156;0
100mN65895E05398;2;2;0
100mN65886E05404;127;127;0
100mN65892E05402;68;68;0
100mN65897E05397;174;174;0
100mN65868E05408;2;2;0
100mN65873E05412;59;59;0
100mN65868E05414;109;109;0
100mN65875E05408;15;15;0
100mN65869E05410;330;330;0
100mN65869E05418;48;48;0
100mN65875E05412;158;158;0
100mN65886E05442;138;138;0
100mN65884E05451;76;76;0
100mN65877E05455;275;275;0
100mN65880E05453;98;98;0
100mN65880E05455;10;10;0
100mN65885E05464;129;129;0
100mN65887E05462;86;86;0
100mN65887E05467;497;497;0
100mN65887E05438;20;20;0
100mN65889E05439;125;125;0
100mN65887E05440;50;50;0
100mN65887E05451;359;359;0
100mN65890E05462;351;351;0
100mN65890E05442;146;146;0
100mN65890E05443;119;119;0
100mN65891E05438;186;186;0
100mN65892E05464;260;260;0
100mN65883E05448;233;233;0
100mN65885E05435;83;83;0
100mN65897E05414;188;188;0
100mN65895E05415;85;85;0
100mN65891E05410;75;75;0
100mN65896E05417;85;85;0
100mN65897E05416;78;78;0
100mN65889E05422;135;135;0
100mN65890E05422;21;21;0
100mN65890E05424;63;63;0
100mN65888E05428;60;60;0
100mN65891E05423;17;17;0
100mN65892E05425;33;33;0
100mN65893E05425;57;57;0
100mN65877E05447;3;3;0
100mN65856E05463;14;14;0
100mN65861E05465;6;6;0
100mN65868E05462;2;2;0
100mN65872E05469;3;3;0
100mN65880E05445;33;33;0
100mN65891E05436;133;133;0
100mN65891E05437;15;15;0
100mN65881E05439;79;79;0
100mN65893E05436;38;38;0
100mN65894E05425;61;61;0
100mN65856E05451;4;4;0
100mN65856E05460;9;9;0
100mN65858E05458;9;9;0
100mN65858E05459;3;3;0
100mN65888E05408;177;177;0
100mN65883E05435;9;9;0
100mN65884E05437;26;26;0
100mN65907E05385;10;10;0
100mN65907E05382;327;327;0
100mN65903E05393;212;212;0
100mN65902E05396;354;354;0
100mN65899E05395;442;442;0
100mN65899E05401;118;118;0
100mN65899E05402;60;60;0
100mN65899E05404;86;86;0
100mN65905E05391;100;100;0
100mN65906E05390;111;111;0
100mN65905E05393;31;31;0
100mN65905E05395;36;36;0
100mN65906E05395;28;28;0
100mN65910E05390;191;191;0
100mN65907E05393;155;155;0
100mN65908E05404;241;241;0
100mN65915E05376;19;19;0
100mN65915E05377;9;9;0
100mN65913E05378;146;146;0
100mN65918E05383;68;68;0
100mN65917E05388;20;20;0
100mN65904E05402;106;106;0
100mN65916E05383;10;10;0
100mN65919E05388;4;4;0
100mN65908E05385;57;57;0
100mN65916E05387;16;16;0
100mN65916E05388;9;9;0
100mN65917E05384;17;17;0
100mN65906E05384;80;80;0
100mN65903E05390;87;87;0
100mN65902E05390;397;397;0
100mN65903E05391;132;132;0
100mN65896E05466;264;264;0
100mN65889E05474;122;122;0
100mN65891E05481;214;214;0
100mN65884E05483;7;7;0
100mN65892E05481;294;294;0
100mN65895E05472;759;759;0
100mN65894E05472;292;292;0
100mN65894E05473;452;452;0
100mN65895E05476;491;491;0
100mN65895E05471;168;168;0
100mN65893E05477;457;457;0
100mN65896E05497;505;505;0
100mN65896E05476;212;212;0
100mN65897E05499;178;178;0
100mN65908E05325;1;1;0
100mN65900E05330;3;3;0
100mN65901E05330;8;8;0
100mN65899E05338;4;4;0
100mN65900E05339;8;8;0
100mN65902E05343;4;4;0
100mN65904E05328;7;7;0
100mN65894E05498;425;425;0
100mN65906E05337;2;2;0
100mN65909E05327;2;2;0
100mN65910E05326;2;2;0
100mN65911E05326;3;3;0
100mN65913E05324;4;4;0
100mN65900E05389;104;104;0
100mN65901E05389;96;96;0
100mN65888E05472;1;1;0
100mN65892E05475;1;1;0
100mN65892E05470;974;974;0
100mN65891E05478;268;268;0
100mN65894E05466;668;668;0
100mN65892E05477;514;514;0
100mN65917E05497;42;42;0
100mN65917E05496;8;8;0
100mN65918E05496;29;29;0
100mN65920E05466;18;18;0
100mN65941E05487;15;15;0
100mN65950E05492;15;15;0
100mN65948E05494;7;7;0
100mN65949E05494;13;13;0
100mN65948E05497;18;18;0
100mN65952E05484;17;17;0
100mN65953E05483;36;36;0
100mN65953E05480;16;16;0
100mN65954E05484;21;21;0
100mN65920E05469;3;3;0
100mN65925E05473;3;3;0
100mN65925E05476;37;37;0
100mN65941E05475;3;3;0
100mN65949E05496;10;10;0
100mN65950E05493;5;5;0
100mN65950E05495;6;6;0
100mN65951E05492;6;6;0
100mN65950E05496;4;4;0
100mN65953E05471;25;25;0
100mN65955E05481;18;18;0
100mN65957E05470;17;17;0
100mN65953E05485;15;15;0
100mN65953E05490;9;9;0
100mN65954E05492;2;2;0
100mN65952E05495;10;10;0
100mN65953E05496;5;5;0
100mN65911E05497;10;10;0
100mN65929E05474;30;30;0
100mN65928E05475;94;94;0
100mN65928E05477;7;7;0
100mN65951E05474;25;25;0
100mN65952E05474;15;15;0
100mN65951E05476;19;19;0
100mN65948E05477;4;4;0
100mN65947E05481;109;109;0
100mN65953E05473;18;18;0
100mN65953E05475;7;7;0
100mN65913E05494;19;19;0
100mN65914E05495;30;30;0
100mN65921E05498;42;42;0
100mN65930E05497;10;10;0
100mN65931E05475;27;27;0
100mN65932E05476;14;14;0
100mN65949E05483;21;21;0
100mN65952E05477;29;29;0
100mN65952E05479;32;32;0
100mN65956E05475;23;23;0
100mN65915E05491;7;7;0
100mN65936E05477;3;3;0
100mN65936E05478;2;2;0
100mN65937E05484;13;13;0
100mN65938E05484;17;17;0
100mN65939E05483;43;43;0
100mN65942E05485;3;3;0
100mN65942E05486;8;8;0
100mN65953E05477;33;33;0
100mN65935E05496;4;4;0
100mN65945E05494;9;9;0
100mN65902E05413;164;164;0
100mN65899E05414;27;27;0
100mN65902E05414;108;108;0
100mN65902E05415;160;160;0
100mN65908E05406;33;33;0
100mN65904E05419;17;17;0
100mN65898E05423;6;6;0
100mN65899E05423;37;37;0
100mN65900E05425;3;3;0
100mN65924E05405;8;8;0
100mN65906E05480;410;410;0
100mN65899E05454;3;3;0
100mN65899E05465;1;1;0
100mN65899E05466;5;5;0
100mN65911E05463;31;31;0
100mN65900E05493;425;425;0
100mN65899E05498;232;232;0
100mN65900E05495;429;429;0
100mN65903E05492;555;555;0
100mN65902E05496;682;682;0
100mN65910E05470;17;17;0
100mN65911E05469;39;39;0
100mN65911E05474;20;20;0
100mN65912E05468;25;25;0
100mN65912E05471;61;61;0
100mN65914E05473;14;14;0
100mN65904E05490;325;325;0
100mN65912E05478;153;153;0
100mN65912E05480;4;4;0
100mN65917E05481;8;8;0
100mN65904E05498;148;148;0
100mN65905E05497;290;290;0
100mN65918E05483;10;10;0
100mN65911E05489;5;5;0
100mN65913E05486;24;24;0
100mN65909E05494;225;225;0
100mN65907E05489;590;590;0
100mN65910E05494;402;402;0
100mN65900E05416;121;121;0
100mN65913E05465;25;25;0
100mN65913E05466;23;23;0
100mN65912E05467;29;29;0
100mN65899E05410;39;39;0
100mN65902E05419;53;53;0
100mN65902E05420;47;47;0
100mN65904E05480;98;98;0
100mN65903E05421;17;17;0
100mN65907E05408;1;1;0
100mN65806E06942;8;8;0
100mN65804E06947;12;12;0
100mN65808E06943;47;47;0
100mN65807E06944;68;68;0
100mN65809E06942;24;24;0
