GRD_INSPIR_100;RAHVAARV_KOKKU;RAHVAARV_ELUHOONES;RAHVAARV_KESKUSES
100mN64737E05300;6;6;0
100mN64737E06593;193;193;0
100mN64723E06594;15;15;0
100mN64736E06579;1;1;0
100mN64735E06586;59;59;0
100mN64723E06598;341;341;0
100mN64725E06595;34;34;0
100mN64726E06594;27;27;0
100mN64725E06597;112;112;0
100mN64727E06596;56;56;0
100mN64726E06599;63;63;0
100mN64727E06600;42;42;0
100mN64721E06615;4;4;0
100mN64724E06614;5;5;0
100mN64728E06599;77;77;0
100mN64729E06595;136;136;0
100mN64730E06596;195;195;0
100mN64730E06597;106;106;0
100mN64734E06600;4;4;0
100mN64732E06621;158;158;0
100mN64737E06596;160;160;0
100mN64749E06589;10;10;0
100mN64737E06612;500;500;0
100mN64738E06612;3;3;0
100mN64744E06602;40;40;0
100mN64763E06584;18;18;0
100mN64750E06600;82;82;0
100mN64733E06612;3;3;0
100mN64747E06603;59;59;0
100mN64748E06584;94;94;0
100mN64743E06611;2;2;0
100mN64728E06602;151;151;0
100mN65935E07284;3;3;0
100mN64723E06635;3;3;0
100mN64738E06598;64;64;0
100mN64728E06614;5;5;0
100mN64735E06616;158;158;0
100mN64733E06597;5;5;0
100mN64729E06590;198;198;0
100mN64737E06585;63;63;0
100mN64738E06586;146;146;0
100mN64737E06589;203;203;0
100mN64719E06594;222;222;0
100mN64736E06592;88;88;0
100mN64720E06594;20;20;0
100mN64719E06596;14;14;0
100mN64720E06597;2;2;0
100mN64713E06591;67;67;0
100mN64705E06595;338;338;0
100mN64705E06594;205;205;0
100mN64708E06581;29;29;0
100mN64712E06582;59;59;0
100mN64702E06598;2;2;0
100mN64712E06594;33;33;0
100mN64714E06595;27;27;0
100mN64714E06597;18;18;0
100mN64715E06593;27;27;0
100mN64722E06575;35;35;0
100mN64709E06623;1;1;0
100mN64713E06619;9;9;0
100mN64713E06624;7;7;0
100mN64714E06623;7;7;0
100mN64718E06574;4;4;0
100mN64720E06570;3;3;0
100mN64721E06570;1;1;0
100mN64722E06572;2;2;0
100mN64724E06573;3;3;0
100mN64724E06578;40;40;0
100mN64726E06577;25;25;0
100mN64716E06583;35;35;0
100mN64736E06568;14;14;0
100mN64717E06580;30;30;0
100mN64719E06578;6;6;0
100mN64726E06580;37;37;0
100mN64724E06584;32;32;0
100mN64727E06584;35;35;0
100mN64721E06579;38;38;0
100mN64722E06586;38;38;0
100mN64722E06587;42;42;0
100mN64723E06587;49;49;0
100mN64722E06589;13;13;0
100mN64733E06573;32;32;0
100mN64721E06582;26;26;0
100mN64723E06591;16;16;0
100mN64722E06592;13;13;0
100mN64725E06586;20;20;0
100mN64734E06573;30;30;0
100mN64727E06586;18;18;0
100mN64725E06592;38;38;0
100mN64729E06570;29;29;0
100mN64729E06575;16;16;0
100mN64730E06575;25;25;0
100mN64730E06584;21;21;0
100mN64724E06580;60;60;0
100mN64732E06577;3;3;0
100mN64732E06582;17;17;0
100mN64728E06591;20;20;0
100mN64725E06581;43;43;0
100mN64709E06584;113;113;0
100mN64709E06585;28;28;0
100mN64713E06583;74;74;0
100mN64705E06580;16;16;0
100mN64707E06586;31;31;0
100mN64706E06588;31;31;0
100mN64707E06588;19;19;0
100mN64708E06586;25;25;0
100mN64708E06589;3;3;0
100mN64705E06587;1;1;0
100mN64705E06589;8;8;0
100mN64706E06582;51;51;0
100mN64711E06586;23;23;0
100mN64709E06590;39;39;0
100mN64746E06603;231;231;0
100mN64739E06617;440;440;0
100mN64744E06601;261;261;0
100mN64748E06602;18;18;0
100mN64743E06618;167;167;0
100mN64738E06624;285;285;0
100mN64746E06612;7;7;0
100mN64746E06610;322;322;0
100mN64749E06596;25;25;0
100mN64718E06628;11;11;0
100mN64717E06631;8;8;0
100mN64716E06632;10;10;0
100mN64719E06625;25;25;0
100mN64763E06589;62;62;0
100mN64763E06588;61;61;0
100mN64721E06629;28;28;0
100mN64723E06634;3;3;0
100mN64763E06591;26;26;0
100mN64762E06592;44;44;0
100mN64752E06599;32;32;0
100mN64752E06600;79;79;0
100mN64769E06584;7;7;0
100mN64736E06626;181;181;0
100mN64749E06603;206;206;0
100mN64755E06596;119;119;0
100mN64771E06581;2;2;0
100mN64750E06611;2;2;0
100mN64750E06612;6;6;0
100mN64765E06595;1;1;0
100mN64705E06629;6;6;0
100mN64707E06625;7;7;0
100mN64708E06631;5;5;0
100mN64710E06627;4;4;0
100mN64708E06633;4;4;0
100mN64712E06632;4;4;0
100mN64715E06632;5;5;0
100mN64744E06605;36;36;0
100mN64747E06606;13;13;0
100mN64742E06609;246;246;0
100mN64745E06598;27;27;0
100mN64745E06600;158;158;0
100mN64740E06612;16;16;0
100mN64740E06611;4;4;0
100mN64744E06608;47;47;0
100mN64745E06607;80;80;0
100mN64746E06606;19;19;0
100mN64739E06572;65;65;0
100mN64739E06580;4;4;0
100mN64740E06590;55;55;0
100mN64741E06586;17;17;0
100mN64741E06593;13;13;0
100mN64746E06582;23;23;0
100mN64747E06579;33;33;0
100mN64739E06606;299;299;0
100mN64745E06581;59;59;0
100mN64740E06607;305;305;0
100mN64747E06580;32;32;0
100mN64757E06588;46;46;0
100mN64755E06590;48;48;0
100mN64746E06589;35;35;0
100mN64744E06591;34;34;0
100mN64747E06589;57;57;0
100mN64748E06587;24;24;0
100mN64748E06590;50;50;0
100mN64756E06573;4;4;0
100mN64759E06572;5;5;0
100mN64739E06595;2;2;0
100mN64741E06606;116;116;0
100mN64742E06607;257;257;0
100mN64753E06584;11;11;0
100mN64736E06622;311;311;0
100mN64735E06617;200;200;0
100mN64735E06618;110;110;0
100mN64736E06623;371;371;0
100mN65799E05350;32;32;0
100mN65800E05350;8;8;0
100mN65796E05353;8;8;0
100mN65796E05354;23;23;0
100mN65797E05354;41;41;0
100mN65797E05358;11;11;0
100mN65801E05358;22;22;0
100mN65808E05357;9;9;0
100mN65809E05357;14;14;0
100mN65810E05355;13;13;0
100mN65798E05360;15;15;0
100mN65811E05356;23;23;0
100mN65812E05357;21;21;0
100mN65794E05358;30;30;0
100mN65802E05347;4;4;0
100mN65852E05367;1;1;0
100mN65850E05374;280;280;0
100mN65856E05365;354;354;0
100mN65858E05359;352;352;0
100mN65858E05361;153;153;0
100mN65858E05368;67;67;0
100mN65859E05368;299;299;0
100mN65860E05370;66;66;0
100mN65863E05366;4;4;0
100mN65864E05372;173;173;0
100mN65898E05335;13;13;0
100mN65891E05328;4;4;0
100mN65863E05365;141;141;0
100mN65885E05358;4;4;0
100mN65866E05363;342;342;0
100mN65868E05365;311;311;0
100mN65871E05361;11;11;0
100mN65866E05365;1;1;0
100mN65854E05373;151;151;0
100mN65810E05369;23;23;0
100mN65811E05371;23;23;0
100mN65812E05371;18;18;0
100mN65813E05355;26;26;0
100mN65817E05362;20;20;0
100mN65824E05374;16;16;0
100mN65825E05374;25;25;0
100mN65826E05370;6;6;0
100mN65819E05355;13;13;0
100mN65819E05356;17;17;0
100mN65820E05364;19;19;0
100mN65820E05367;25;25;0
100mN65822E05360;17;17;0
100mN65829E05365;7;7;0
100mN65828E05365;13;13;0
100mN65833E05359;17;17;0
100mN65830E05372;32;32;0
100mN65822E05356;17;17;0
100mN65821E05365;23;23;0
100mN65821E05367;23;23;0
100mN65822E05364;28;28;0
100mN65823E05364;12;12;0
100mN65822E05366;13;13;0
100mN65813E05362;18;18;0
100mN65812E05363;70;70;0
100mN65819E05372;22;22;0
100mN65814E05363;5;5;0
100mN65814E05364;8;8;0
100mN65823E05369;30;30;0
100mN65821E05372;33;33;0
100mN65833E05357;10;10;0
100mN65837E05364;8;8;0
100mN65835E05372;4;4;0
100mN65837E05368;115;115;0
100mN65817E05361;13;13;0
100mN65815E05364;15;15;0
100mN65816E05365;22;22;0
100mN65813E05370;20;20;0
100mN65824E05365;23;23;0
100mN65838E05371;85;85;0
100mN65840E05364;1;1;0
100mN65840E05373;3;3;0
100mN65840E05375;13;13;0
100mN65814E05368;3;3;0
100mN65813E05374;109;109;0
100mN65826E05364;12;12;0
100mN65827E05364;34;34;0
100mN65838E05370;21;21;0
100mN65838E05369;6;6;0
100mN65837E05372;30;30;0
100mN65852E05346;6;6;0
100mN65806E05369;3;3;0
100mN65807E05364;7;7;0
100mN65810E05360;4;4;0
100mN65810E05375;9;9;0
100mN65811E05403;3;3;0
100mN65809E05407;4;4;0
100mN65809E05372;11;11;0
100mN65827E05407;9;9;0
100mN65828E05408;29;29;0
100mN65827E05409;6;6;0
100mN65828E05409;7;7;0
100mN65829E05406;15;15;0
100mN65839E05376;157;157;0
100mN65836E05397;17;17;0
100mN65844E05404;202;202;0
100mN65831E05406;13;13;0
100mN65832E05408;23;23;0
100mN65836E05401;31;31;0
100mN65834E05405;36;36;0
100mN65849E05378;384;384;0
100mN65848E05379;94;94;0
100mN65849E05381;325;325;0
100mN65846E05389;111;111;0
100mN65850E05380;322;322;0
100mN65851E05380;230;230;0
100mN65847E05389;154;154;0
100mN65820E05407;81;81;0
100mN65833E05409;23;23;0
100mN65834E05380;25;25;0
100mN65836E05405;16;16;0
100mN65837E05400;43;43;0
100mN65838E05399;4;4;0
100mN65822E05407;24;24;0
100mN65822E05409;49;49;0
100mN65838E05376;82;82;0
100mN65834E05391;39;39;0
100mN65835E05390;66;66;0
100mN65838E05405;17;17;0
100mN65822E05421;80;80;0
100mN65815E05429;6;6;0
100mN65821E05422;21;21;0
100mN65838E05377;6;6;0
100mN65835E05384;19;19;0
100mN65834E05396;46;46;0
100mN65836E05394;49;49;0
100mN65836E05395;48;48;0
100mN65823E05406;16;16;0
100mN65836E05387;76;76;0
100mN65872E05366;151;151;0
100mN65872E05367;6;6;0
100mN65872E05370;5;5;0
100mN65878E05369;9;9;0
100mN65881E05369;9;9;0
100mN65813E05376;25;25;0
100mN65817E05381;25;25;0
100mN65817E05382;19;19;0
100mN65891E05326;12;12;0
100mN65892E05325;11;11;0
100mN65815E05375;20;20;0
100mN65815E05378;19;19;0
100mN65813E05379;31;31;0
100mN65821E05381;12;12;0
100mN65823E05381;24;24;0
100mN65820E05384;18;18;0
100mN65820E05389;16;16;0
100mN65822E05383;17;17;0
100mN65821E05389;15;15;0
100mN65818E05392;7;7;0
100mN65820E05392;17;17;0
100mN65889E05410;100;100;0
100mN65824E05375;16;16;0
100mN65832E05391;16;16;0
100mN65819E05402;5;5;0
100mN65822E05401;49;49;0
100mN65831E05392;36;36;0
100mN65818E05395;16;16;0
100mN65821E05395;18;18;0
100mN65821E05397;20;20;0
100mN65821E05405;131;131;0
100mN65823E05403;17;17;0
100mN65828E05394;41;41;0
100mN65822E05404;134;134;0
100mN65831E05388;35;35;0
100mN65832E05388;33;33;0
100mN65832E05393;18;18;0
100mN65831E05395;17;17;0
100mN65826E05383;20;20;0
100mN65823E05398;12;12;0
100mN65826E05385;20;20;0
100mN65827E05385;35;35;0
100mN65828E05390;45;45;0
100mN65829E05400;20;20;0
100mN65828E05402;35;35;0
100mN65831E05405;7;7;0
100mN65827E05398;26;26;0
100mN65824E05402;8;8;0
100mN65833E05401;41;41;0
100mN65833E05402;35;35;0
100mN65831E05376;38;38;0
100mN65831E05378;22;22;0
100mN65832E05377;21;21;0
100mN65824E05403;52;52;0
100mN65824E05404;23;23;0
100mN65817E05409;42;42;0
100mN65831E05382;17;17;0
100mN65827E05400;24;24;0
100mN65817E05406;76;76;0
100mN65829E05384;10;10;0
100mN65827E05405;11;11;0
100mN65829E05388;45;45;0
100mN65870E05363;241;241;0
100mN65893E05326;13;13;0
100mN65889E05334;2;2;0
100mN65888E05337;2;2;0
100mN65814E05382;54;54;0
100mN65890E05341;1;1;0
100mN65892E05339;8;8;0
100mN65891E05342;1;1;0
100mN65891E05343;4;4;0
100mN65894E05339;5;5;0
100mN65895E05338;12;12;0
100mN65817E05380;26;26;0
100mN65867E05372;4;4;0
100mN65897E05337;6;6;0
100mN65897E05340;7;7;0
100mN65881E05357;19;19;0
100mN65816E05384;53;53;0
100mN65883E05353;7;7;0
100mN65884E05357;20;20;0
100mN65870E05365;64;64;0
100mN65858E05401;417;417;0
100mN65861E05393;566;566;0
100mN65863E05394;3;3;0
100mN65864E05396;20;20;0
100mN65865E05396;37;37;0
100mN65861E05401;3;3;0
100mN65869E05398;15;15;0
100mN65871E05412;129;129;0
100mN65862E05413;15;15;0
100mN65872E05410;40;40;0
100mN65871E05409;54;54;0
100mN65865E05404;8;8;0
100mN65872E05379;6;6;0
100mN65875E05381;43;43;0
100mN65872E05383;9;9;0
100mN65876E05384;25;25;0
100mN65875E05388;18;18;0
100mN65866E05404;3;3;0
100mN65868E05402;13;13;0
100mN65869E05399;4;4;0
100mN65869E05400;21;21;0
100mN65871E05399;118;118;0
100mN65866E05412;23;23;0
100mN65862E05414;30;30;0
100mN65867E05403;8;8;0
100mN65876E05400;27;27;0
100mN65876E05398;163;163;0
100mN65863E05416;36;36;0
100mN65862E05417;14;14;0
100mN65875E05402;28;28;0
100mN65875E05403;13;13;0
100mN65875E05405;60;60;0
100mN65864E05415;50;50;0
100mN65856E05409;35;35;0
100mN65857E05409;151;151;0
100mN65872E05399;418;418;0
100mN65860E05409;55;55;0
100mN65856E05420;5;5;0
100mN65865E05429;6;6;0
100mN65863E05425;17;17;0
100mN65864E05422;45;45;0
100mN65873E05405;11;11;0
100mN65863E05408;19;19;0
100mN65862E05409;9;9;0
100mN65861E05412;14;14;0
100mN65862E05412;20;20;0
100mN65863E05411;20;20;0
100mN65864E05407;14;14;0
100mN65863E05410;12;12;0
100mN65865E05422;16;16;0
100mN65859E05403;34;34;0
100mN65855E05397;2;2;0
100mN65855E05398;7;7;0
100mN65845E05403;113;113;0
100mN65845E05405;53;53;0
100mN65852E05395;398;398;0
100mN65853E05398;192;192;0
100mN65854E05397;427;427;0
100mN65852E05398;78;78;0
100mN65850E05403;3;3;0
100mN65854E05402;200;200;0
100mN65855E05402;47;47;0
100mN65835E05407;8;8;0
100mN65835E05408;10;10;0
100mN65836E05408;8;8;0
100mN65838E05412;6;6;0
100mN65840E05413;23;23;0
100mN65854E05462;11;11;0
100mN65857E05376;78;78;0
100mN65849E05408;202;202;0
100mN65848E05412;23;23;0
100mN65847E05412;8;8;0
100mN65849E05410;59;59;0
100mN65856E05381;114;114;0
100mN65858E05387;224;224;0
100mN65850E05412;8;8;0
100mN65852E05412;109;109;0
100mN65859E05381;1;1;0
100mN65859E05388;7;7;0
100mN65854E05386;328;328;0
100mN65848E05395;179;179;0
100mN65898E05404;129;129;0
100mN65879E05413;140;140;0
100mN65879E05406;233;233;0
100mN65879E05407;159;159;0
100mN65878E05415;70;70;0
100mN65881E05406;79;79;0
100mN65881E05408;17;17;0
100mN65879E05417;89;89;0
100mN65877E05421;110;110;0
100mN65882E05415;94;94;0
100mN65882E05412;109;109;0
100mN65887E05411;77;77;0
100mN65885E05413;114;114;0
100mN65880E05424;165;165;0
100mN65882E05423;23;23;0
100mN65884E05414;195;195;0
100mN65881E05426;38;38;0
100mN65884E05423;53;53;0
100mN65882E05420;16;16;0
100mN65882E05426;56;56;0
100mN65879E05434;56;56;0
100mN65877E05424;2;2;0
100mN65883E05431;349;349;0
100mN65879E05433;5;5;0
100mN65884E05427;166;166;0
100mN65884E05430;152;152;0
100mN65885E05428;120;120;0
100mN65876E05409;20;20;0
100mN65893E05402;45;45;0
100mN65894E05401;74;74;0
100mN65896E05404;162;162;0
100mN65869E05413;134;134;0
100mN65874E05417;136;136;0
100mN65876E05417;158;158;0
100mN65870E05410;308;308;0
100mN65872E05412;108;108;0
100mN65875E05421;232;232;0
100mN65876E05421;97;97;0
100mN65867E05423;5;5;0
100mN65871E05426;22;22;0
100mN65873E05423;43;43;0
100mN65875E05427;80;80;0
100mN65882E05385;5;5;0
100mN65882E05390;1;1;0
100mN65878E05391;17;17;0
100mN65877E05394;45;45;0
100mN65877E05381;47;47;0
100mN65879E05382;14;14;0
100mN65878E05384;17;17;0
100mN65877E05385;27;27;0
100mN65877E05387;18;18;0
100mN65881E05383;7;7;0
100mN65880E05393;8;8;0
100mN65877E05403;19;19;0
100mN65895E05390;175;175;0
100mN65881E05394;24;24;0
100mN65879E05403;21;21;0
100mN65881E05400;44;44;0
100mN65887E05405;1;1;0
100mN65897E05391;267;267;0
100mN65881E05403;122;122;0
100mN65889E05403;5;5;0
100mN65889E05404;6;6;0
100mN65890E05404;69;69;0
100mN65882E05404;80;80;0
100mN65891E05406;75;75;0
100mN65867E05412;17;17;0
100mN65866E05415;43;43;0
100mN65867E05414;79;79;0
100mN65868E05411;254;254;0
100mN65867E05411;5;5;0
100mN65875E05407;55;55;0
100mN65871E05408;26;26;0
100mN65884E05439;212;212;0
100mN65887E05443;5;5;0
100mN65887E05444;5;5;0
100mN65883E05446;113;113;0
100mN65885E05448;327;327;0
100mN65881E05453;78;78;0
100mN65880E05465;5;5;0
100mN65885E05461;104;104;0
100mN65886E05465;598;598;0
100mN65887E05461;310;310;0
100mN65888E05438;227;227;0
100mN65888E05440;179;179;0
100mN65889E05463;422;422;0
100mN65890E05464;603;603;0
100mN65887E05439;82;82;0
100mN65892E05442;94;94;0
100mN65889E05446;7;7;0
100mN65889E05450;22;22;0
100mN65889E05468;362;362;0
100mN65888E05443;68;68;0
100mN65890E05463;75;75;0
100mN65892E05456;77;77;0
100mN65892E05465;133;133;0
100mN65891E05440;87;87;0
100mN65880E05452;72;72;0
100mN65886E05440;396;396;0
100mN65887E05437;19;19;0
100mN65884E05449;261;261;0
100mN65877E05453;123;123;0
100mN65885E05436;68;68;0
100mN65889E05412;17;17;0
100mN65890E05414;43;43;0
100mN65890E05415;77;77;0
100mN65889E05420;5;5;0
100mN65898E05411;141;141;0
100mN65897E05412;218;218;0
100mN65897E05413;50;50;0
100mN65890E05409;98;98;0
100mN65890E05410;85;85;0
100mN65891E05409;116;116;0
100mN65896E05414;178;178;0
100mN65898E05414;114;114;0
100mN65887E05428;23;23;0
100mN65890E05426;47;47;0
100mN65888E05431;169;169;0
100mN65888E05432;191;191;0
100mN65887E05432;42;42;0
100mN65903E05460;4;4;0
100mN65891E05433;2;2;0
100mN65879E05445;48;48;0
100mN65881E05446;257;257;0
100mN65881E05448;179;179;0
100mN65881E05440;85;85;0
100mN65881E05441;160;160;0
100mN65894E05422;5;5;0
100mN65893E05424;19;19;0
100mN65895E05425;13;13;0
100mN65894E05437;91;91;0
100mN65857E05454;2;2;0
100mN65857E05457;10;10;0
100mN65858E05455;2;2;0
100mN65883E05434;190;190;0
100mN65888E05409;119;119;0
100mN65892E05408;90;90;0
100mN65889E05406;85;85;0
100mN65889E05407;73;73;0
100mN65892E05410;66;66;0
100mN65895E05408;3;3;0
100mN65898E05410;166;166;0
100mN65887E05410;15;15;0
100mN65888E05411;91;91;0
100mN65892E05412;17;17;0
100mN65896E05410;4;4;0
100mN65897E05410;51;51;0
100mN65886E05431;27;27;0
100mN65908E05384;173;173;0
100mN65900E05394;201;201;0
100mN65900E05400;16;16;0
100mN65900E05403;55;55;0
100mN65903E05405;87;87;0
100mN65904E05391;255;255;0
100mN65906E05398;142;142;0
100mN65911E05386;26;26;0
100mN65913E05382;26;26;0
100mN65909E05392;195;195;0
100mN65912E05390;100;100;0
100mN65914E05377;97;97;0
100mN65915E05380;36;36;0
100mN65908E05405;348;348;0
100mN65916E05381;70;70;0
100mN65916E05382;19;19;0
100mN65904E05401;32;32;0
100mN65905E05398;76;76;0
100mN65905E05402;143;143;0
100mN65915E05385;70;70;0
100mN65916E05386;160;160;0
100mN65909E05386;72;72;0
100mN65901E05419;129;129;0
100mN65900E05396;231;231;0
100mN65901E05397;353;353;0
100mN65888E05470;266;266;0
100mN65891E05469;141;141;0
100mN65891E05470;798;798;0
100mN65895E05470;198;198;0
100mN65896E05468;360;360;0
100mN65893E05479;194;194;0
100mN65896E05498;177;177;0
100mN65893E05496;346;346;0
100mN65899E05328;6;6;0
100mN65902E05329;8;8;0
100mN65903E05329;8;8;0
100mN65902E05335;6;6;0
100mN65898E05338;2;2;0
100mN65899E05341;6;6;0
100mN65900E05340;4;4;0
100mN65901E05342;5;5;0
100mN65904E05332;3;3;0
100mN65897E05480;546;546;0
100mN65904E05336;10;10;0
100mN65905E05336;4;4;0
100mN65899E05344;6;6;0
100mN65898E05479;107;107;0
100mN65898E05480;272;272;0
100mN65894E05497;2;2;0
100mN65896E05493;205;205;0
100mN65905E05383;8;8;0
100mN65897E05458;2;2;0
100mN65890E05471;251;251;0
100mN65895E05461;4;4;0
100mN65892E05472;210;210;0
100mN65916E05498;38;38;0
100mN65916E05497;11;11;0
100mN65918E05497;17;17;0
100mN65919E05496;18;18;0
100mN65919E05497;7;7;0
100mN65941E05486;39;39;0
100mN65940E05497;2;2;0
100mN65950E05489;10;10;0
100mN65949E05491;19;19;0
100mN65947E05494;9;9;0
100mN65947E05495;3;3;0
100mN65949E05492;23;23;0
100mN65949E05493;21;21;0
100mN65955E05477;22;22;0
100mN65954E05477;22;22;0
100mN65955E05478;17;17;0
100mN65920E05467;17;17;0
100mN65921E05476;2;2;0
100mN65922E05469;1;1;0
100mN65925E05474;21;21;0
100mN65925E05475;33;33;0
100mN65926E05473;9;9;0
100mN65942E05476;3;3;0
100mN65945E05475;1;1;0
100mN65951E05471;12;12;0
100mN65952E05471;17;17;0
100mN65952E05497;9;9;0
100mN65956E05479;11;11;0
100mN65957E05472;22;22;0
100mN65952E05485;10;10;0
100mN65954E05490;4;4;0
100mN65953E05494;12;12;0
100mN65930E05475;11;11;0
100mN65925E05477;9;9;0
100mN65952E05475;10;10;0
100mN65954E05472;32;32;0
100mN65954E05474;24;24;0
100mN65955E05469;17;17;0
100mN65955E05472;19;19;0
100mN65913E05492;16;16;0
100mN65927E05496;3;3;0
100mN65928E05498;6;6;0
100mN65951E05478;12;12;0
100mN65951E05479;36;36;0
100mN65913E05500;38;38;0
100mN65915E05484;25;25;0
100mN65914E05489;14;14;0
100mN65915E05493;39;39;0
100mN65936E05479;1;1;0
100mN65937E05481;20;20;0
100mN65938E05483;25;25;0
100mN65939E05478;9;9;0
100mN65951E05481;19;19;0
100mN65945E05492;19;19;0
100mN65915E05495;28;28;0
100mN65915E05498;22;22;0
100mN65913E05472;13;13;0
100mN65909E05471;18;18;0
100mN65917E05482;27;27;0
100mN65937E05485;15;15;0
100mN65938E05486;12;12;0
100mN65945E05497;11;11;0
100mN65948E05491;7;7;0
100mN65904E05421;23;23;0
100mN65905E05480;112;112;0
100mN65898E05462;2;2;0
100mN65900E05463;8;8;0
100mN65901E05462;8;8;0
100mN65902E05461;5;5;0
100mN65908E05459;6;6;0
100mN65910E05468;15;15;0
100mN65911E05465;13;13;0
100mN65905E05484;146;146;0
100mN65900E05496;558;558;0
100mN65906E05493;590;590;0
100mN65909E05473;6;6;0
100mN65912E05470;25;25;0
100mN65902E05497;177;177;0
100mN65916E05480;5;5;0
100mN65915E05482;22;22;0
100mN65916E05484;18;18;0
100mN65911E05487;10;10;0
100mN65912E05484;12;12;0
100mN65914E05486;10;10;0
100mN65913E05491;41;41;0
100mN65907E05490;481;481;0
100mN65908E05494;698;698;0
100mN65908E05489;387;387;0
100mN65908E05495;125;125;0
100mN65910E05492;2;2;0
100mN65917E05400;146;146;0
100mN65902E05417;68;68;0
100mN65912E05463;10;10;0
100mN65912E05466;24;24;0
100mN65914E05465;3;3;0
100mN65899E05413;146;146;0
100mN65903E05419;8;8;0
100mN65903E05420;7;7;0
100mN65904E05407;206;206;0
100mN65901E05412;108;108;0
100mN65801E06947;4;4;0
100mN65805E06945;28;28;0
100mN65805E06947;9;9;0
100mN65807E06942;12;12;0
100mN65807E06943;18;18;0
100mN65809E06944;77;77;0
100mN65810E06943;45;45;0
100mN65811E06944;102;102;0
100mN65811E06941;32;32;0
100mN65811E06947;10;10;0
100mN65809E06859;3;3;0
100mN65811E06952;16;16;0
100mN65801E06966;23;23;0
100mN65801E06949;3;3;0
100mN65796E06967;8;8;0
100mN65796E06968;61;61;0
100mN65800E06958;2;2;0
100mN65800E06963;1;1;0
100mN65799E06966;38;38;0
100mN65801E06967;14;14;0
100mN65805E06943;1;1;0
100mN65791E06984;2;2;0
100mN65946E05502;3;3;0
100mN65947E05500;17;17;0
100mN65948E05502;2;2;0
100mN65951E05500;1;1;0
100mN65898E05502;331;331;0
100mN65900E05502;171;171;0
100mN65901E05502;611;611;0
100mN65901E05505;466;466;0
100mN65919E05510;3;3;0
100mN65923E05511;8;8;0
100mN65903E05505;469;469;0
100mN65933E05501;3;3;0
100mN65930E05518;2;2;0
100mN65899E05511;389;389;0
100mN65908E05502;291;291;0
100mN65905E05515;1;1;0
100mN65905E05514;1;1;0
100mN65908E05512;42;42;0
100mN65912E05500;24;24;0
100mN65914E05502;6;6;0
100mN65913E05505;2;2;0
100mN65909E05512;14;14;0
100mN65915E05513;7;7;0
100mN65894E05508;55;55;0
100mN65897E05508;104;104;0
100mN65827E06870;7;7;0
100mN65890E06852;56;56;0
100mN65895E06859;122;122;0
100mN65864E06849;27;27;0
100mN65869E06851;19;19;0
100mN65870E06850;18;18;0
100mN65892E06866;185;185;0
100mN65819E06857;15;15;0
100mN65821E06864;9;9;0
100mN65820E06868;3;3;0
100mN65878E06849;2;2;0
100mN65870E06858;4;4;0
100mN65891E06864;28;28;0
100mN65890E06865;38;38;0
100mN65822E06868;71;71;0
100mN65822E06871;18;18;0
100mN65882E06852;25;25;0
100mN65886E06853;1;1;0
100mN65823E06870;31;31;0
100mN65887E06855;6;6;0
100mN65886E06871;156;156;0
100mN65891E06897;24;24;0
100mN65892E06897;9;9;0
100mN65888E06900;32;32;0
100mN65888E06902;28;28;0
100mN65889E06900;15;15;0
100mN65889E06905;8;8;0
100mN65890E06904;3;3;0
100mN65893E06901;12;12;0
100mN65898E06861;315;315;0
100mN65900E06866;529;529;0
100mN65903E06867;217;217;0
100mN65903E06871;18;18;0
100mN65902E06872;54;54;0
100mN65901E06866;268;268;0
100mN65903E06873;12;12;0
100mN65828E06941;237;237;0
100mN65830E06947;2;2;0
100mN65894E06863;35;35;0
100mN65895E06864;51;51;0
100mN65897E06867;176;176;0
100mN65823E06875;6;6;0
100mN65896E06860;129;129;0
100mN65812E06940;139;139;0
100mN65815E06941;83;83;0
100mN65814E06948;180;180;0
100mN65817E06947;117;117;0
100mN65822E06942;207;207;0
100mN65824E06941;268;268;0
100mN65819E06942;242;242;0
100mN65819E06948;287;287;0
100mN65827E06943;383;383;0
100mN65890E06873;161;161;0
100mN65897E06861;51;51;0
100mN65896E06867;43;43;0
100mN65893E06860;18;18;0
100mN65893E06862;27;27;0
100mN65897E06863;74;74;0
100mN65878E07380;5;5;0
100mN65878E07382;1;1;0
100mN65887E07376;89;89;0
100mN65886E07381;370;370;0
100mN65894E07379;180;180;0
100mN65894E07383;2;2;0
100mN65892E07381;194;194;0
100mN65888E07384;60;60;0
100mN65893E07381;73;73;0
100mN65897E07384;180;180;0
100mN65897E07385;167;167;0
100mN65931E07304;3;3;0
100mN65934E07304;2;2;0
100mN65891E07383;114;114;0
100mN65899E07365;339;339;0
100mN65894E07377;140;140;0
100mN65878E07384;102;102;0
100mN65883E07376;209;209;0
100mN65896E07374;332;332;0
100mN65897E07371;922;922;0
100mN65887E07365;6;6;0
100mN65892E07372;144;144;0
100mN65892E07373;118;118;0
100mN65897E07363;406;406;0
100mN65886E07373;26;26;0
100mN65908E07367;209;209;0
100mN65904E07364;400;400;0
100mN65891E07367;190;190;0
100mN65862E07372;1;1;0
100mN65894E07317;2;2;0
100mN65880E07373;8;8;0
100mN65901E07370;29;29;0
100mN65899E07372;6;6;0
100mN65901E07368;2;2;0
100mN65901E07369;20;20;0
100mN65909E07367;214;214;0
100mN65911E07372;219;219;0
100mN65912E07372;417;417;0
100mN65924E07361;2;2;0
