"Üksuse kood";"Üksus";"Väärtus";
"8222";"Tiigi küla";"0";
"8229";"Tiitsa küla";"0";
"8270";"Tohku küla";"0";
"8271";"Tohvri küla";"0";
"8284";"Toodsi küla";"0";
"8314";"Toodsi küla";"0";
"8323";"Torgu-Mõisaküla";"0";
"8357";"Tsiiruli küla";"0";
"8358";"Tsilgutaja küla";"0";
"8359";"Tserebi küla";"0";
"8367";"Tsitre küla";"0";
"8406";"Tuiu küla";"0";
"8410";"Tummelka küla";"0";
"8415";"Tundu küla";"0";
"8535";"Tõrvase küla";"0";
"8543";"Tõugu küla";"0";
"8600";"Türju küla";"0";
"8603";"Tüütsi küla";"0";
"8623";"Udsali küla";"0";
"8662";"Ulje küla";"0";
"8692";"Undva küla";"0";
"8787";"Uusküla";"0";
"8797";"Vaaksaarõ küla";"0";
"8809";"Vaarkali küla";"0";
"8817";"Vadsa küla";"0";
"8859";"Vahva küla";"0";
"8870";"Vaigu küla";"0";
"8871";"Vaigu-Rannaküla";"0";
"8888";"Vainupea küla";"0";
"9295";"Viiri küla";"96";
"3106";"Kipi küla";"95";
"6606";"Pärispea küla";"95";
"3336";"Kolga alevik";"94";
"5257";"Mändjala küla";"94";
"2626";"Kalvi küla";"93";
"6084";"Peeterristi küla";"93";
"7153";"Ruusmäe küla";"93";
"9838";"Ülgase küla";"93";
"1895";"Hulaku küla";"92";
"2247";"Jõeranna küla";"92";
"2412";"Kaarma-Jõe küla";"92";
"4053";"Laheküla";"92";
"6997";"Riksu küla";"92";
"1005";"Aabra küla";"0";
"1007";"Kolga-Aabla küla";"0";
"1040";"Aasumetsa küla";"0";
"1051";"Aaviku küla";"0";
"1064";"Abruka küla";"0";
"1067";"Abula küla";"0";
"1073";"Adaka küla";"0";
"1164";"Ala-Suhka küla";"0";
"1218";"Altja küla";"0";
"1256";"Andineeme küla";"0";
"1262";"Andsumäe küla";"0";
"1294";"Annikvere küla";"0";
"1313";"Arandi küla";"0";
"1436";"Atla küla";"0";
"1456";"Augli küla";"0";
"1470";"Austla küla";"0";
"1498";"Karujärve küla";"0";
"1530";"Eeriksaare küla";"0";
"1637";"Eru küla";"0";
"1691";"Haapse küla";"0";
"1703";"Haavistu küla";"0";
"1723";"Haili küla";"0";
"1728";"Haki küla";"0";
"1732";"Haldreka küla";"0";
"1734";"Haldi küla";"0";
"1745";"Hallimäe küla";"0";
"1750";"Hanija küla";"0";
"1772";"Harjuküla";"0";
"1791";"Heibri küla";"0";
"1801";"Heiste küla";"0";
"1850";"Himmiste küla";"0";
"1861";"Hinu küla";"0";
"1863";"Hintsiko küla";"0";
"1874";"Hirmuste küla";"0";
"1896";"Hotõmäe küla";"0";
"1911";"Hurda küla";"0";
"1933";"Hämkoti küla";"0";
"1952";"Härma küla";"0";
"1956";"Härämäe küla";"0";
"1958";"Häärmäni küla";"0";
"1965";"Hübja küla";"0";
"1971";"Hüti küla";"0";
"1984";"Idaotsa küla";"0";
"2059";"Ilumäe küla";"0";
"2178";"Jauni küla";"0";
"2191";"Joandu küla";"0";
"2194";"Joaveski küla";"0";
"2206";"Jugu küla";"0";
"2209";"Juminda küla";"0";
"1766";"Hargla küla";"82";
"7596";"Silla küla";"82";
"3343";"Kolgaküla";"81";
"4368";"Lilbi küla";"81";
"5354";"Napi küla";"80";
"3289";"Koikküla";"79";
"4754";"Maleva küla";"79";
"4933";"Metstaga küla";"79";
"9013";"Vanakubja küla";"79";
"9093";"Varpe küla";"79";
"0511";"Narva linn";"78";
"7436";"Saru küla";"78";
"6019";"Parmupalu küla";"77";
"6439";"Purka küla";"77";
"8227";"Tiirimetsa küla";"77";
"9206";"Vennati küla";"0";
"9213";"Vergi küla";"0";
"9257";"Vihasoo küla";"0";
"9261";"Vihkla küla";"0";
"9270";"Vihula küla";"0";
"9275";"Viidu küla";"0";
"9276";"Viidu-Mäebe küla";"0";
"9307";"Viitina küla";"0";
"9321";"Vila küla";"0";
"9327";"Vilima küla";"0";
"9350";"Villandi küla";"0";
"9354";"Villike küla";"0";
"9357";"Vilsandi küla";"0";
"9378";"Vintri küla";"0";
"9411";"Virve küla";"0";
"9487";"Vorstimäe küla";"0";
"9488";"Vungi küla";"0";
"9497";"Võhma küla";"0";
"9498";"Võhma küla";"0";
"9592";"Võsu alevik";"0";
"9619";"Väikeheinamaa küla / Lillängin";"0";
"9665";"Vänni küla";"0";
"9703";"Õngu küla";"0";
"9737";"Ähijärve küla";"0";
"9826";"Ülendi küla";"0";
"0424";"Loksa linn";"100";
"1297";"Anseküla";"100";
"1300";"Ansi küla";"100";
"1402";"Aseri alevik";"100";
"1416";"Aste alevik";"100";
"1514";"Easte küla";"100";
"1553";"Eikla küla";"100";
"1676";"Haabsilla küla";"100";
"1731";"Hakjala küla";"100";
"1851";"Hindu küla";"100";
"1881";"Holdi küla";"100";
"1890";"Horoski küla";"100";
"1893";"Horosuu küla";"100";
"2008";"Ihatsi küla";"100";
"2009";"Ihasalu küla";"100";
"2040";"Illi küla";"100";
"2366";"Järve küla";"100";
"2571";"Kaldemäe küla";"100";
"2601";"Kallavere küla";"100";
"2968";"Kergatsi küla";"100";
"2982";"Keskranna küla";"100";
"2985";"Keskvere küla";"100";
"3012";"Kihelkonna alevik";"100";
"3295";"Koila küla";"100";
"3431";"Koovi küla";"100";
"3452";"Korkuna küla";"100";
"3480";"Kotka küla";"100";
"3520";"Kudruküla";"100";
"3698";"Kurvitsa küla";"100";
"3715";"Kuuse küla";"100";
"3941";"Käänu küla";"100";
"3978";"Külama küla";"100";
"4228";"Leimani küla";"100";
"4245";"Leisu küla";"100";
"4277";"Leoski küla";"100";
"4561";"Lussu küla";"100";
"4846";"Meelaku küla";"100";
"4954";"Misso alevik";"100";
"4956";"Missokülä küla";"100";
"5187";"Mäe-Palo küla";"100";
"5297";"Määsi küla";"100";
"5356";"Narva-Jõesuu linn";"100";
"5361";"Nasva alevik";"100";
"5479";"Nurste küla";"100";
"5663";"Olgina alevik";"100";
"6290";"Plaani küla";"100";
"6343";"Praakli küla";"100";
"6358";"Preeksa küla";"100";
"6543";"Põrstõ küla";"100";
"6564";"Pähni küla";"100";
"6609";"Pärna küla";"100";
"6903";"Reheselja küla";"100";
"7084";"Rootsi küla";"100";
"7271";"Saagri küla";"100";
"7340";"Saia küla";"100";
"7387";"Salme alevik";"100";
"7473";"Sauvere küla";"100";
"7584";"Sikassaare küla";"100";
"7616";"Sinima küla";"100";
"7686";"Sooblase küla";"100";
"7837";"Suur-Randvere küla";"100";
"7849";"Suurõsuu küla";"100";
"7861";"Suurna küla";"100";
"7866";"Suurpea küla";"100";
"7900";"Sõru küla";"100";
"8155";"Taritu küla";"100";
"8177";"Tiastõ küla";"100";
"8224";"Tiilige küla";"100";
"8298";"Toomalõuka küla";"100";
"8351";"Trolla küla";"100";
"8424";"Turbuneeme küla";"100";
"8517";"Tõrise küla";"100";
"8530";"Tõrvajõe küla";"100";
"8697";"Unimäe küla";"100";
"8802";"Vaalimäe küla";"100";
"9045";"Vantri küla";"100";
"9241";"Vestla küla";"100";
"9303";"Viita küla";"100";
"9306";"Viitasoo küla";"100";
"9345";"Villa küla";"100";
"9349";"Villamaa küla";"100";
"9444";"Vodava küla";"100";
"9800";"Õha küla";"100";
"1417";"Aste küla";"99";
"3482";"Kotlandi küla";"99";
"5389";"Neeme küla";"99";
"4141";"Lauka küla";"98";
"7181";"Rõuge alevik";"98";
"9283";"Viinistu küla";"98";
"1689";"Haanja küla";"97";
"2066";"Imara küla";"97";
"3795";"Kõrgessaare alevik";"97";
"3122";"Kaarma-Kirikuküla";"96";
"3612";"Kunda linn";"96";
"5080";"Mustjala küla";"96";
"5651";"Ojaküla";"96";
"5978";"Paope küla";"96";
"6287";"Plaksi küla";"96";
"8185";"Tehumardi küla";"96";
"8708";"Upa küla";"96";
"9197";"Vendise küla";"96";
"3123";"Kärla-Kirikuküla";"65";
"3320";"Koki küla";"65";
"8360";"Tsiistre küla";"65";
"9144";"Vatsa küla";"65";
"2598";"Kallaste küla";"64";
"5064";"Mustametsa küla";"64";
"3688";"Kurna küla";"63";
"4943";"Miiduranna küla";"62";
"4755";"Malla küla";"61";
"3709";"Kutsala küla";"60";
"3776";"Kõo küla";"60";
"6179";"Piipsemäe küla";"60";
"7274";"Saagri küla";"60";
"1280";"Anijala küla";"58";
"5350";"Napi küla";"57";
"2945";"Kelvingi küla";"56";
"3976";"Külaküla";"56";
"5767";"Otste küla";"56";
"9643";"Väiku-Ruuga küla";"56";
"6145";"Pihla küla";"55";
"1599";"Endla küla";"53";
"3383";"Koobassaare küla";"53";
"6672";"Püünsi küla";"53";
"9290";"Viirapalu küla";"52";
"4128";"Lassi küla";"51";
"1800";"Heistesoo küla";"50";
"4281";"Lepa küla";"50";
"2804";"Kasispea küla";"49";
"3916";"Kärla alevik";"48";
"6613";"Pärnamäe küla";"48";
"4825";"Matsi küla";"46";
"1675";"Haabneeme alevik";"45";
"9351";"Villavere küla";"45";
"6858";"Raudsepa küla";"44";
"3780";"Kõomäe küla";"42";
"5139";"Mõisaküla";"41";
"6010";"Parila küla";"41";
"3160";"Kitsa küla";"40";
"4129";"Lassi küla";"38";
"4110";"Laoküla";"36";
"3610";"Kunda küla";"35";
"5234";"Mähkli küla";"35";
"1966";"Hürsi küla";"33";
"3304";"Koiva küla";"33";
"3635";"Kurõ küla";"33";
"4636";"Länga küla";"33";
"2239";"Jõempa küla";"0";
"2250";"Jõesuu küla";"0";
"2310";"Jämaja küla";"0";
"2358";"Järvekülä küla";"0";
"2413";"Kaarma-Kungla küla";"0";
"2452";"Kaberneeme küla";"0";
"2491";"Kadõni küla";"0";
"2513";"Kahru küla";"0";
"2541";"Kaimri küla";"0";
"2558";"Kakuvälja küla";"0";
"2599";"Kallaste küla";"0";
"2624";"Kalmu küla";"0";
"2627";"Kaluka küla";"0";
"2629";"Kalme küla";"0";
"2662";"Kandla küla";"0";
"2664";"Kandle küla";"0";
"2704";"Karaski küla";"0";
"2705";"Karala küla";"0";
"2708";"Karba küla";"0";
"2720";"Kargi küla";"0";
"2722";"Karida küla";"0";
"2738";"Karisöödi küla";"0";
"2774";"Karula küla";"0";
"2779";"Varangu küla";"0";
"2785";"Karuste küla";"0";
"2854";"Kaubi küla";"0";
"2866";"Kaugu küla";"0";
"2874";"Kaunispe küla";"0";
"2896";"Kavastu küla";"0";
"2899";"Kavõldi küla";"0";
"2922";"Kehila küla";"0";
"2936";"Kellämäe küla";"0";
"2944";"Kelnase küla";"0";
"3009";"Kiduspe küla";"0";
"3013";"Kihelkonna-Liiva küla";"0";
"3045";"Kiirassaare küla";"0";
"3053";"Kiislova küla";"0";
"3054";"Kiivera küla";"0";
"3055";"Kiiu-Aabla küla";"0";
"3089";"Kilomani küla";"0";
"3130";"Kirikumäe küla";"0";
"3152";"Kiruma küla";"0";
"3173";"Kiva küla";"0";
"3193";"Kiviora küla";"0";
"3250";"Koemetsa küla";"0";
"3256";"Kogrõ küla";"0";
"3258";"Kogula küla";"0";
"3301";"Koipsi küla";"0";
"3318";"Kokõmäe küla";"0";
"3327";"Kokõjüri küla";"0";
"3345";"Koljaku küla";"0";
"3401";"Koolimäe küla";"0";
"3449";"Korjuse küla";"0";
"3451";"Koorla küla";"0";
"3468";"Kossa küla";"0";
"3471";"Kostiranna küla";"0";
"3473";"Kosta küla";"0";
"3478";"Kotka küla";"0";
"3483";"Kotsma küla";"0";
"3489";"Krabi küla";"0";
"3502";"Kriiva küla";"0";
"3519";"Kudjape alevik";"0";
"3522";"Kuiandi küla";"0";
"3558";"Kuklasõ küla";"0";
"3559";"Kuklase küla";"0";
"3588";"Kullamäe küla";"0";
"3598";"Kärla-Kulli küla";"0";
"3601";"Lümanda-Kulli küla";"0";
"3632";"Kuralase küla";"0";
"3643";"Kuremetsa küla";"0";
"3661";"Kurevere küla";"0";
"3664";"Kurgjärve küla";"0";
"3712";"Kuumi küla";"0";
"3713";"Kuura küla";"0";
"3725";"Kuura küla";"0";
"3726";"Kuusnõmme küla";"0";
"3794";"Korgõssaarõ küla";"0";
"3805";"Kõrkküla";"0";
"3816";"Kõruse-Metsaküla";"0";
"3817";"Kõruse küla";"0";
"3843";"Kõõru küla";"0";
"3851";"Käbli küla";"0";
"3860";"Käesla küla";"0";
"3861";"Kähri küla";"0";
"3873";"Kängsepä küla";"0";
"3883";"Käpa küla";"0";
"3934";"Käsmu küla";"0";
"4009";"Laadla küla";"0";
"4052";"Lahe küla";"0";
"4071";"Laisi küla";"0";
"4076";"Laitsna-Hurda küla";"0";
"4151";"Lauli küla";"0";
"4188";"Leesi küla";"0";
"4305";"Letipea küla";"0";
"4324";"Liguri küla";"0";
"4343";"Liivaranna küla";"0";
"4345";"Liiküla";"0";
"4385";"Lindmetsa küla";"0";
"4409";"Linnuse küla";"0";
"4422";"Listaku küla";"0";
"4437";"Lobi küla";"0";
"4502";"Loogamäe küla";"0";
"4509";"Loona küla";"0";
"4540";"Lütä küla";"0";
"4568";"Lutika küla";"0";
"4576";"Lutsu küla";"0";
"4591";"Luutsniku küla";"0";
"4618";"Lõunaküla / Storbyn";"0";
"4649";"Lätiniidi küla";"0";
"4653";"Läägi küla";"0";
"4656";"Lääneotsa küla";"0";
"4661";"Läätsa küla";"0";
"4666";"Läbara küla";"0";
"4694";"Lüütsepa küla";"0";
"4700";"Maantee küla";"0";
"4731";"Mahtja küla";"0";
"4736";"Mahu küla";"0";
"4780";"Mardihansu küla";"0";
"4830";"Mauri küla";"0";
"4888";"Merise küla";"0";
"4905";"Metsanurga küla";"0";
"4907";"Metsapere küla";"0";
"4918";"Metsiku küla";"0";
"4947";"Mikita küla";"0";
"4996";"Muduri küla";"0";
"5009";"Muike küla";"0";
"5035";"Muraski küla";"0";
"5041";"Murati küla";"0";
"5042";"Murdõmäe küla";"0";
"5048";"Murksi küla";"0";
"5050";"Murika küla";"0";
"5054";"Mustahamba küla";"0";
"5091";"Mustoja küla";"0";
"5108";"Muuksi küla";"0";
"5155";"Mõntu küla";"0";
"5176";"Mõõlu küla";"0";
"4007";"Laadjala küla";"76";
"4057";"Lahetaguse küla";"76";
"8069";"Taheva küla";"76";
"3521";"Kugalepa küla";"75";
"4604";"Lõmala küla";"75";
"6562";"Pähkla küla";"75";
"6909";"Reigi-Nõmme küla";"75";
"7138";"Rutja küla";"75";
"7674";"Soldina küla";"75";
"8368";"Tsirgumäe küla";"75";
"8374";"Tsolli küla";"75";
"8489";"Tõlli küla";"74";
"9121";"Vasta küla";"74";
"2200";"Jootme küla";"73";
"4834";"Meedla küla";"73";
"5282";"Mässa küla";"73";
"1562";"Eisma küla";"72";
"4180";"Leedri küla";"72";
"5284";"Mätasselja küla";"72";
"9280";"Viimsi alevik";"72";
"5428";"Ninase küla";"71";
"9002";"Vana-Roosa küla";"71";
"9744";"Äigrumäe küla";"71";
"1858";"Hino küla";"70";
"2677";"Kangsti küla";"70";
"3278";"Koidula küla";"70";
"4290";"Lepiku küla";"70";
"1268";"Anepesa küla";"67";
"2416";"Kaarmise küla";"67";
"2442";"Kaavi küla";"67";
"2577";"Kaleste küla";"67";
"3115";"Kirbu küla";"67";
"5224";"Mägipe küla";"67";
"5308";"Möldri küla";"67";
"7848";"Suurepsi küla";"67";
"2675";"Kanguristi küla";"66";
"1405";"Aseriaru küla";"65";
"2561";"Kalana küla";"65";
"5890";"Pajumõisa küla";"29";
"5199";"Mäe-Lüütsepä küla";"27";
"5791";"Paasküla";"27";
"6375";"Pruntova küla";"27";
"1940";"Hänga küla";"25";
"2324";"Järise küla";"25";
"4023";"Laasi küla";"25";
"2109";"Isabella küla";"22";
"5025";"Mullutu küla";"21";
"3655";"Kuressaare linn";"20";
"6435";"Pupli küla";"20";
"5528";"Nõmpa küla";"18";
"2097";"Irase küla";"17";
"8293";"Toolse küla";"17";
"2146";"Jaanipeebu küla";"15";
"4299";"Leppneeme küla";"15";
"1424";"Asuka küla";"14";
"6372";"Prähnu küla";"14";
"4346";"Liivanõmme küla";"13";
"4372";"Lillimõisa küla";"13";
"6991";"Riitsilla küla";"11";
"8354";"Tsiamäe küla";"11";
"1968";"Hürova küla";"10";
"2184";"Jeedasküla";"10";
"4899";"Metsalõuka küla";"9";
"4887";"Metsakasti küla";"7";
"6745";"Rahuste küla";"6";
"2864";"Kaugatoma küla";"5";
"3793";"Kõrgepalu küla";"5";
"4675";"Lülle küla";"5";
"4843";"Miikse küla";"5";
"5104";"Muuga küla";"5";
"7850";"Suureranna küla";"5";
"7543";"Sepa küla";"4";
"7088";"Rootsiküla";"3";
"4408";"Linnuse küla";"2";
"1054";"Abaja küla";"0";
"1161";"Ala-Palo küla";"0";
"1255";"Andi küla";"0";
"1466";"Aula-Vintri küla";"0";
"1588";"Emmaste-Selja küla";"0";
"1686";"Haamse küla";"0";
"1698";"Haava-Tsäpsi küla";"0";
"1761";"Hara küla";"0";
"1796";"Heinasoo küla";"0";
"1859";"Hindsa küla";"0";
"1873";"Hirmuste küla";"0";
"1972";"Hüti küla";"0";
"2019";"Iila küla";"0";
"2260";"Jõgela küla";"0";
"2447";"Kabeli küla";"0";
"2481";"Kaderna küla";"0";
"2548";"Kaisvere küla";"0";
"2583";"Kaliküla";"0";
"2935";"Kellamäe küla";"0";
"3069";"Kikkaoja küla";"0";
"3095";"Kimalasõ küla";"0";
"3179";"Kiviküla";"0";
"3374";"Kundsa küla";"0";
"3433";"Kopa küla";"0";
"3493";"Kriguli küla";"0";
"3728";"Kuutsi küla";"0";
"3768";"Kõnnu küla";"0";
"3870";"Käku küla";"0";
"3906";"Kärinä küla";"0";
"3946";"Kääraku küla";"0";
"3967";"Küdema küla";"0";
"4025";"Laartsa küla";"0";
"4160";"Laurimäe küla";"0";
"4534";"Lubja küla";"0";
"4544";"Luhte küla";"0";
"4608";"Lõu küla";"0";
"4609";"Lõupõllu küla";"0";
"4786";"Marinu küla";"0";
"4910";"Metsapere küla";"0";
"4922";"Metsküla";"0";
"4957";"Misso-Saika küla";"0";
"4970";"Mokra küla";"0";
"5099";"Mutemetsa küla";"0";
"5154";"Mõnnuste küla";"0";
"5278";"Märdimiku küla";"0";
"5649";"Ojaküla";"0";
"5654";"Ole küla";"0";
"5739";"Oru küla";"0";
"5822";"Paeboja küla";"0";
"6002";"Pari küla";"0";
"6051";"Pausakunnu küla";"0";
"6078";"Peedo küla";"0";
"6297";"Poama küla";"0";
"6312";"Poka küla";"0";
"6362";"Pressi küla";"0";
"6434";"Punsa küla";"0";
"6459";"Puski küla";"0";
"6463";"Puspuri küla";"0";
"6592";"Pältre küla";"0";
"6614";"Pärni küla";"0";
"6639";"Pöitse küla";"0";
"6784";"Rammuka küla";"0";
"7027";"Rogosi-Mikita küla";"0";
"7272";"Saagrimäe küla";"0";
"7281";"Saarde küla";"0";
"7321";"Sadramõtsa küla";"0";
"7341";"Saika küla";"0";
"7363";"Sakurgi küla";"0";
"7419";"Sapi küla";"0";
"7504";"Savioja küla";"0";
"7513";"Selgase küla";"0";
"7557";"Siberi küla";"0";
"7585";"Siksälä küla";"0";
"7602";"Simunamäe küla";"0";
"8053";"Tagaranna küla";"0";
"8122";"Tammistu küla";"0";
"8178";"Tidriku küla";"0";
"8218";"Tiidu küla";"0";
"8233";"Tika küla";"0";
"8241";"Tindi küla";"0";
"8429";"Tursa küla";"0";
"8448";"Tuuka küla";"0";
"8503";"Tõnkova küla";"0";
"8526";"Tõru küla";"0";
"8704";"Unukse küla";"0";
"8782";"Uuri küla";"0";
"8783";"Uusküla";"0";
"9089";"Varkja küla";"0";
"9315";"Viki küla";"0";
"9329";"Viliksaarõ küla";"0";
"9593";"Võsupere küla";"0";
"9627";"Väike-Ula küla";"0";
"9640";"Väiko-Tiilige küla";"0";
"9849";"Üru küla";"0";
"9855";"Üüdibe küla";"0";
